lsc_year,analysis_unit,frame_stratum,term_role,target_group,valence_mean,valence_sd,arousal_mean_for_reuse,dominance_mean_for_reuse,matched_vad_units,unique_collocates,documents_with_matches,context_rows,documents,candidate_collocate_tokens,matched_vad_units_coverage,matched_token_positions,contexts_with_vad_match,matched_token_coverage,context_match_coverage,small_cell_flag,bootstrap_repetitions,bootstrap_unit,valence_bootstrap_mean,valence_ci_low,valence_ci_high
2014,frustration,unframed_baseline,baseline,baseline,0.08773568569110089,0.46568198019818235,0.01641050175818231,0.08071374492832026,36970,6103,10182,11401,10238,41880,36970,37757,11331,0.9015520534861509,0.9938601877028331,False,500,doc_id,0.08758177189914496,0.08239973491216211,0.09293741003452674
2015,frustration,unframed_baseline,baseline,baseline,0.08530779758268349,0.47348147074080704,0.019989449695140216,0.07806849941902948,27827,5351,7552,8543,7595,31211,27827,28424,8473,0.9107045592899939,0.9918061570876742,False,500,doc_id,0.08542357871965119,0.0792822664712222,0.09176022612036103
2016,frustration,unframed_baseline,baseline,baseline,0.08176813332126624,0.47833283279702815,0.021925663690117052,0.0805568938296931,33148,5818,8953,10068,9003,36967,33148,33831,9992,0.9151675818973679,0.9924513309495431,False,500,doc_id,0.08174738937769238,0.07585355044911601,0.08755429990720502
2017,frustration,unframed_baseline,baseline,baseline,0.08581596920668617,0.47521777489350187,0.02183921483482904,0.07895623371610537,31089,5587,8540,9489,8588,34471,31089,31719,9428,0.9201647761886803,0.9935715038465591,False,500,doc_id,0.08579069605546903,0.08045619837157254,0.09109206530459146
2018,frustration,unframed_baseline,baseline,baseline,0.07973036939087058,0.4791835012601191,0.022788545227805372,0.08026035659764777,31006,5446,8396,9422,8440,34609,31006,31676,9363,0.9152532578231096,0.9937380598599024,False,500,doc_id,0.07978324492047387,0.07328917951629245,0.08616597011332819
2019,frustration,unframed_baseline,baseline,baseline,0.0768305557482026,0.47726345489464883,0.018029717733546016,0.078135773978778,28838,5257,7677,8615,7720,31897,28838,29393,8560,0.9214973194971314,0.9936157864190366,False,500,doc_id,0.07706226295626999,0.07097075248398219,0.08313013881863693
2020,frustration,unframed_baseline,baseline,baseline,0.07528760036856655,0.48341915309047706,0.022470667149313325,0.07979984752753279,30388,5333,7906,8982,7943,33655,30388,31024,8931,0.9218243945921855,0.9943219772879092,False,500,doc_id,0.07540949685940994,0.06926428432387859,0.0813768804687742
2021,frustration,unframed_baseline,baseline,baseline,0.07752905687062678,0.47755921685645836,0.023746324624088135,0.07625272008833307,26868,5072,7081,7962,7108,29827,26868,27420,7926,0.9193013041874811,0.9954785229841748,False,500,doc_id,0.0775322864956105,0.07069773543297599,0.08468902329038255
2022,frustration,unframed_baseline,baseline,baseline,0.08694440147640985,0.4766198519372744,0.028772191933279796,0.08531709986898271,23661,4749,6203,6963,6275,26308,23661,24201,6881,0.9199102934468603,0.9882234668964527,False,500,doc_id,0.08691444086649747,0.07985620083782227,0.09328749973644912
2023,frustration,unframed_baseline,baseline,baseline,0.08766971102863202,0.4736855176456651,0.0280851898491811,0.08594081315541417,22632,4468,5593,6377,5618,25082,22632,23127,6341,0.9220556574435851,0.9943547122471381,False,500,doc_id,0.08774033450808577,0.08009679550901486,0.09382116640540769
2024,frustration,unframed_baseline,baseline,baseline,0.1009734614428349,0.4635768215938169,0.026175781546474042,0.09579443070440596,25473,4570,5934,6881,5957,28404,25473,26163,6849,0.9211026615969582,0.9953495131521581,False,500,doc_id,0.10070396538740677,0.09427954889117104,0.10716442406708608
2025,frustration,unframed_baseline,baseline,baseline,0.13132342553610557,0.44977854016537383,0.011850533643548268,0.10776078119999016,27078,4629,5867,6928,5902,30251,27078,27834,6888,0.9201018148160391,0.9942263279445728,False,500,doc_id,0.1312065574473762,0.12545186429443653,0.13672926181444073
2026,frustration,unframed_baseline,baseline,baseline,0.14625584515665907,0.43781448157621583,0.0008573916898910564,0.10831667827886159,15788,3564,3273,3851,3276,17304,15788,16154,3847,0.933541377716135,0.9989613087509738,False,500,doc_id,0.14598537813665438,0.1390325232896397,0.152971219084595
2014,loneliness,unframed_baseline,baseline,baseline,0.024946992422098545,0.5481854355419326,0.026579758198912052,0.021024184825330944,10601,2973,2610,3209,2621,11982,10601,10808,3190,0.9020196962109831,0.9940791523839202,False,500,doc_id,0.02523732180704146,0.013499405338951118,0.03694770696652914
2015,loneliness,unframed_baseline,baseline,baseline,0.023068666095401317,0.5601652155907487,0.03628919415881177,0.019816222150814054,9336,2590,2256,2759,2265,10410,9336,9506,2745,0.9131604226705091,0.9949256977165639,False,500,doc_id,0.022988930402861225,0.01053528316919246,0.03583188157452675
2016,loneliness,unframed_baseline,baseline,baseline,0.019251992557416206,0.550598928145267,0.02894946402288317,0.019916999916687494,12003,3110,2868,3561,2884,13446,12003,12243,3538,0.9105310129406515,0.9935411401291772,False,500,doc_id,0.019353735198328493,0.00846449629036659,0.02970565053474333
2017,loneliness,unframed_baseline,baseline,baseline,0.017958663682864452,0.546835538405767,0.02327388259651687,0.01877956247716478,10948,2894,2686,3256,2691,12311,10948,11173,3240,0.9075623426204208,0.995085995085995,False,500,doc_id,0.01821255146990102,0.007380547200230238,0.028836656868231735
2018,loneliness,unframed_baseline,baseline,baseline,0.024477464345937297,0.5464286379274719,0.0141410200348681,0.028971995484295063,11663,3013,2736,3430,2749,13168,11663,11916,3405,0.9049210206561361,0.9927113702623906,False,500,doc_id,0.024690244065857337,0.012846999075658673,0.035994666537668835
2019,loneliness,unframed_baseline,baseline,baseline,0.022593105582374057,0.5443369680104823,0.014082897016957543,0.026363004394108182,10772,2826,2510,3142,2523,12066,10772,11016,3123,0.9129786176031826,0.9939528962444303,False,500,doc_id,0.022619968591229826,0.012127578787034915,0.03291611279063407
2020,loneliness,unframed_baseline,baseline,baseline,0.014957501869693373,0.5405819824646128,0.020468891601777308,0.030511133474110247,15154,3337,3438,4381,3445,17017,15154,15516,4363,0.9117940882646764,0.995891349007076,False,500,doc_id,0.014899182415329512,0.005512581250747668,0.02433292246368946
2021,loneliness,unframed_baseline,baseline,baseline,0.014535069680703614,0.5408390793627226,0.021286474635215845,0.02401390967969557,13227,3027,3017,3852,3024,14935,13227,13522,3837,0.9053900234348845,0.9961059190031153,False,500,doc_id,0.01478321748257659,0.004398059563501535,0.025906535656020413
2022,loneliness,unframed_baseline,baseline,baseline,0.035594415041327716,0.541674912632666,0.014423210493645658,0.04190780652749192,10203,2653,2365,2955,2372,11503,10203,10468,2941,0.9100234721377032,0.9952622673434857,False,500,doc_id,0.03563416457275885,0.024143856714354806,0.04678462320872967
2023,loneliness,unframed_baseline,baseline,baseline,0.0250128622192915,0.5470945016749887,0.027423198519983878,0.04012747005165403,9099,2344,1982,2588,1985,10339,9099,9329,2576,0.9023116355546958,0.9953632148377125,False,500,doc_id,0.025140854108108433,0.012365399327890454,0.037244812468849184
2024,loneliness,unframed_baseline,baseline,baseline,0.05726282685803844,0.5284746571366937,0.021048356429926585,0.06572349047265527,8082,2151,1728,2207,1733,9162,8082,8235,2198,0.8988212180746562,0.995922066153149,False,500,doc_id,0.056976291580493915,0.04321580494445503,0.0699642413292484
2025,loneliness,unframed_baseline,baseline,baseline,0.05657536484913601,0.5297218044430281,0.03416543334228669,0.06511511102157759,7446,1953,1562,1993,1566,8531,7446,7602,1983,0.8911030359864025,0.994982438534872,False,500,doc_id,0.05692355757554361,0.044059385058853706,0.0690400669319806
2026,loneliness,unframed_baseline,baseline,baseline,0.1005977479010665,0.51758180294143,0.01194099160426594,0.0814920977989562,2938,1177,573,719,573,3226,2938,3011,718,0.9333539987600744,0.9986091794158554,False,500,doc_id,0.09998162691433493,0.07803889376020359,0.12109378061341933
2014,sadness,unframed_baseline,baseline,baseline,0.058931185562544404,0.5549077974562355,0.045863682833428634,0.03899674412157128,19237,3830,5182,6174,5212,21459,19237,19457,6123,0.9067058110815974,0.9917395529640428,False,500,doc_id,0.05882516106348459,0.05030350954351889,0.06751607991391961
2015,sadness,unframed_baseline,baseline,baseline,0.05171789560000863,0.5654119808149952,0.05547027146587256,0.036421274896959496,15447,3422,4119,4936,4145,17163,15447,15649,4900,0.9117869836275709,0.9927066450567261,False,500,doc_id,0.0513867318106783,0.04147477506453564,0.06278058213955123
2016,sadness,unframed_baseline,baseline,baseline,0.049572507130030634,0.5624731150382354,0.052430740995035384,0.03616021618957079,18934,3820,5029,6011,5057,21274,18934,19249,5961,0.9048133872332424,0.9916819164864416,False,500,doc_id,0.049441447118162105,0.04041955177756652,0.05742088769637031
2017,sadness,unframed_baseline,baseline,baseline,0.03886354609092339,0.5672466567781396,0.06412765652037125,0.0383102337973887,16952,3527,4615,5397,4647,18818,16952,17156,5353,0.9116803060899139,0.9918473225866222,False,500,doc_id,0.038877122787026576,0.02966321052231905,0.048551603454902816
2018,sadness,unframed_baseline,baseline,baseline,0.05889704107308398,0.5624873006248634,0.05582129803053522,0.046899631080084,17619,3600,4766,5569,4791,19900,17619,17835,5527,0.8962311557788945,0.9924582510325013,False,500,doc_id,0.05855473057123964,0.04919290846338391,0.06809038005297093
2019,sadness,unframed_baseline,baseline,baseline,0.03426174106320251,0.5706467565319426,0.06904308549843376,0.03497788948774645,14472,3276,3840,4490,3859,16099,14472,14644,4463,0.9096217156345114,0.9939866369710467,False,500,doc_id,0.033902564810168886,0.022554831840847125,0.04597590897150805
2020,sadness,unframed_baseline,baseline,baseline,0.021000111781114123,0.5717988834167447,0.06876035154647633,0.03369746697842317,16252,3373,4346,5091,4368,18076,16252,16473,5058,0.9113188758574906,0.9935179728933412,False,500,doc_id,0.02113411538311593,0.011590798425370648,0.03186891336355338
2021,sadness,unframed_baseline,baseline,baseline,0.02314201409422433,0.5717773270328647,0.06912421890400158,0.03728104055785531,13528,2976,3588,4219,3607,15112,13528,13704,4193,0.9068290100582319,0.9938374022280161,False,500,doc_id,0.023282094632987506,0.01178521735630304,0.03514226830045357
2022,sadness,unframed_baseline,baseline,baseline,0.030515953175442884,0.563899111167827,0.06315418735248637,0.034556609967173975,12287,2766,3215,3768,3229,13777,12287,12455,3747,0.9040429701676708,0.9944267515923567,False,500,doc_id,0.03069529563536387,0.01799203554050684,0.04342159296950521
2023,sadness,unframed_baseline,baseline,baseline,0.015760944142545565,0.5731454698765327,0.07372452219880965,0.026993575098887286,9017,2304,2280,2698,2288,10203,9017,9117,2683,0.8935607174360483,0.9944403261675315,False,500,doc_id,0.015845589828625006,0.002416400275115098,0.03102189248085455
2024,sadness,unframed_baseline,baseline,baseline,0.021929723300363094,0.5751780365965411,0.08983330829264222,0.03858776553566212,7987,2081,1942,2341,1949,8943,7987,8079,2331,0.9033881247903388,0.9957283212302435,False,500,doc_id,0.02196292797761704,0.008953289993498472,0.0358714542011434
2025,sadness,unframed_baseline,baseline,baseline,0.026309942007060015,0.5626633292082676,0.07438892839132627,0.033221132123045886,6610,1763,1573,1921,1581,7423,6610,6690,1908,0.9012528627239661,0.9932326913066112,False,500,doc_id,0.02619617799058019,0.009799318340178928,0.04310632015794316
2026,sadness,unframed_baseline,baseline,baseline,0.029911184962835912,0.5612814316283907,0.0815246140651801,0.027901751000571757,2332,930,547,657,550,2573,2332,2367,654,0.919937815779246,0.9954337899543378,False,500,doc_id,0.030384267596330134,0.005010242137829937,0.055325503267587256
