lsc_year,analysis_unit,frame_stratum,term_role,target_group,arousal_mean,arousal_sd,valence_mean_for_reference,dominance_mean_for_reference,matched_vad_units,unique_collocates,documents_with_matches,context_rows,documents,candidate_collocate_tokens,matched_vad_units_coverage,matched_token_positions,contexts_with_vad_match,matched_token_coverage,context_match_coverage,small_cell_flag,bootstrap_repetitions,bootstrap_unit,arousal_bootstrap_mean,arousal_ci_low,arousal_ci_high,top5_collocate_share
2021,Autism,lived_only,target,Autism,-0.024640863394441156,0.3047628650807699,0.2329876158091859,0.10019673763059334,3382,1175,704,994,709,3931,3382,3523,981,0.8962096158738234,0.9869215291750503,False,500,doc_id,-0.024891077945312475,-0.036101366744738524,-0.012419410886864279,0.11235955056179775
2022,Autism,lived_only,target,Autism,-0.03079930693069307,0.30052716933411355,0.2456395709570957,0.12182911991199119,3030,1157,634,911,643,3557,3030,3121,899,0.8774247961765532,0.986827661909989,False,500,doc_id,-0.030525773343008215,-0.041289655897138865,-0.018402656410150264,0.10726072607260725
2023,Autism,lived_only,target,Autism,-0.026021244181125686,0.301308682894179,0.23740507123712795,0.13104056989702356,2363,942,465,687,470,2752,2363,2426,679,0.8815406976744186,0.9883551673944687,False,500,doc_id,-0.025603116181802322,-0.0389950885705224,-0.011577249727601673,0.10241218789674143
2024,Autism,lived_only,target,Autism,-0.024344191261574073,0.2998322206368954,0.22512013888888888,0.1226648582175926,2304,911,449,651,454,2714,2304,2385,642,0.8787767133382461,0.9861751152073732,False,500,doc_id,-0.02452019101352664,-0.03763087159558902,-0.010276089607344486,0.1254340277777778
2025,Autism,lived_only,target,Autism,0.07933675734199486,0.4032359672489533,0.12612971308702126,0.15409743537691162,2463,872,564,746,566,2823,2463,2512,744,0.889833510449876,0.9973190348525469,False,500,doc_id,0.07880237495634672,0.05690493114869232,0.10167092247877171,0.20097442143727162
2026,Autism,lived_only,target,Autism,-0.021980106343967732,0.2897046299012954,0.2326361386138614,0.12067491749174918,909,462,170,250,170,1088,909,942,249,0.8658088235294118,0.996,False,500,doc_id,-0.021203675289473145,-0.04399518330673044,-0.00010675147861909128,0.12981298129812982
2014,Autism,mixed,target,Autism,-0.008241420855837138,0.3245518249302869,0.1944958454507686,0.1060078659465448,2407,896,501,660,502,2797,2407,2479,658,0.8863067572398999,0.996969696969697,False,500,doc_id,-0.007823191247920254,-0.021706359836654573,0.007448287204078476,0.1217282924802659
2015,Autism,mixed,target,Autism,-0.012233580057852644,0.3026573320415149,0.20602658669389146,0.10666965288412454,1959,795,411,539,413,2307,1959,2023,536,0.8768964022540096,0.9944341372912802,False,500,doc_id,-0.012283711425225559,-0.02742042843041692,0.0031926071686246087,0.12659520163348648
2016,Autism,mixed,target,Autism,-0.017441663261136085,0.3029358329014577,0.21569081187849068,0.1111250578940199,2447,933,500,678,501,2892,2447,2525,673,0.8730982019363762,0.9926253687315634,False,500,doc_id,-0.017213881697003927,-0.03207277342905436,-0.0041975143682684846,0.12219043727012668
2017,Autism,mixed,target,Autism,-0.018486669720568023,0.3101239777602195,0.21065816918613528,0.09983063826538403,2183,845,456,627,457,2556,2183,2248,624,0.8794992175273866,0.9952153110047847,False,500,doc_id,-0.018142047062092076,-0.03235087282116705,-0.0028359711459903895,0.14933577645442053
2018,Autism,mixed,target,Autism,-0.009541056002383079,0.3045964757932618,0.184615981531129,0.09929718498659518,2238,866,475,620,477,2583,2238,2313,615,0.8954703832752613,0.9919354838709677,False,500,doc_id,-0.010046126429814325,-0.023412864442541297,0.003390349706150567,0.13360142984807866
2019,Autism,mixed,target,Autism,0.005305939453767688,0.3143644788336619,0.20231498848305365,0.11037731161566305,2026,788,400,546,403,2375,2026,2112,543,0.8892631578947369,0.9945054945054945,False,500,doc_id,0.0051108704117980575,-0.010278791042886154,0.021666146898746987,0.11846001974333663
2020,Autism,mixed,target,Autism,-0.012128499999999999,0.3203559247186051,0.19065251754385965,0.0992545350877193,1900,810,385,525,388,2234,1900,1966,521,0.8800358102059087,0.9923809523809524,False,500,doc_id,-0.011710500607988346,-0.028033548835283473,0.004165669158796776,0.13105263157894737
2021,Autism,mixed,target,Autism,-0.010073960412508314,0.3013551693889377,0.21480999667332004,0.10493562042581504,2004,816,402,551,407,2338,2004,2068,544,0.8845166809238666,0.9872958257713249,False,500,doc_id,-0.010414833486681659,-0.02481456664238522,0.004261305997452164,0.13872255489021956
2022,Autism,mixed,target,Autism,-0.016894521120869928,0.3101563730263146,0.19767185278126306,0.1007008887494772,1594,675,317,421,318,1832,1594,1637,419,0.8935589519650655,0.995249406175772,False,500,doc_id,-0.01698089023559014,-0.03441163134664519,0.0011144648157709533,0.1342534504391468
2023,Autism,mixed,target,Autism,0.008146560077519382,0.3158981123772531,0.19043410852713177,0.12044391957364341,1376,646,281,372,283,1604,1376,1417,370,0.8834164588528678,0.9946236559139785,False,500,doc_id,0.009015018285685539,-0.009718012502078394,0.0287920807239678,0.12281976744186046
2024,Autism,mixed,target,Autism,0.001572101156846922,0.30528368187770916,0.22186830777508745,0.14202528921172988,1239,580,229,315,229,1405,1239,1282,314,0.9124555160142349,0.9968253968253968,False,500,doc_id,0.0019250547310301967,-0.01765218922552172,0.021102876614608086,0.13075060532687652
2025,Autism,mixed,target,Autism,0.010355418429713215,0.32266882367414285,0.22328982134461686,0.1458039844851904,1418,643,272,357,273,1693,1418,1450,355,0.8564678086237448,0.9943977591036415,False,500,doc_id,0.010947760254860415,-0.006475420798735283,0.02853437966658222,0.1156558533145275
