lsc_year,analysis_unit,frame_stratum,term_role,target_group,valence_warriner_mean,valence_warriner_sd,valence_scaled_mean,valence_scaled_sd,arousal_warriner_mean_for_reuse,arousal_scaled_mean_for_reuse,dominance_warriner_mean_for_reuse,matched_warriner_units,unique_collocates,documents_with_matches,context_rows,documents,candidate_collocate_tokens,matched_warriner_units_coverage,matched_token_positions,contexts_with_warriner_match,matched_token_coverage,context_match_coverage,small_cell_flag,bootstrap_repetitions,bootstrap_unit,valence_warriner_bootstrap_mean,valence_warriner_ci_low,valence_warriner_ci_high,valence_scaled_bootstrap_mean,valence_scaled_ci_low,valence_scaled_ci_high
2024,Autism,clinical_only,target,Autism,5.396854173195446,1.3405031250198542,0.5496067716494306,0.16756289062748178,4.217504961871931,0.4021881202339915,5.410921341272329,3191,849,590,900,592,4024,3191,3194,888,0.7937375745526839,0.9866666666666667,False,500,doc_id,5.395006298620409,5.331100964476458,5.457600324387842,0.5493757873275511,0.5413876205595571,0.5572000405484803
2025,Autism,clinical_only,target,Autism,5.480907792207792,1.3136498317004677,0.560113474025974,0.16420622896255843,4.263314285714285,0.40791428571428573,5.472052813852813,3850,971,632,1044,634,4870,3850,3852,1040,0.790965092402464,0.9961685823754789,False,500,doc_id,5.480319864484534,5.4220985017138235,5.541427561589342,0.5600399830605668,0.5527623127142279,0.5676784451986677
2026,Autism,clinical_only,target,Autism,5.442631768953069,1.2781642793481462,0.5553289711191336,0.15977053491851828,4.1695054151624555,0.3961881768953069,5.421234657039711,1385,512,241,382,242,1742,1385,1385,377,0.7950631458094145,0.9869109947643979,False,500,doc_id,5.443887817606893,5.345163826177842,5.538251872635423,0.5554859772008618,0.5431454782722303,0.567281484079428
2014,Autism,lived_only,target,Autism,5.822791960450604,1.2116815585285574,0.6028489950563255,0.15146019481606968,4.18289853310641,0.39786231663830135,5.582774941243213,4113,1178,922,1303,937,5063,4113,4113,1280,0.8123642109421292,0.9823484267075978,False,500,doc_id,5.82302750465648,5.782242044867969,5.865192109423779,0.60287843808206,0.5977802556084962,0.6081490136779724
2015,Autism,lived_only,target,Autism,5.8210664283586535,1.2223253287752769,0.6026333035448317,0.1527906660969096,4.169933968821368,0.39624174610267104,5.618392413861582,3357,1048,735,1055,741,4117,3357,3357,1037,0.8153995627884382,0.9829383886255925,False,500,doc_id,5.820573527012339,5.772688875128126,5.868700617283951,0.6025716908765422,0.5965861093910158,0.6085875771604937
2016,Autism,lived_only,target,Autism,5.852399182666358,1.2136959369955094,0.6065498978332947,0.15171199212443867,4.1867665201634665,0.3983458150204333,5.619198087747707,4323,1145,914,1367,931,5380,4323,4323,1343,0.8035315985130111,0.9824433065106072,False,500,doc_id,5.852025408104681,5.809227539054395,5.892764231843199,0.6065031760130851,0.6011534423817992,0.6115955289803999
2017,Autism,lived_only,target,Autism,5.822713789107763,1.2239982915402488,0.6028392236384704,0.1529997864425311,4.189477790652762,0.3986847238315952,5.619978370027037,4315,1198,946,1368,959,5348,4315,4317,1340,0.8072176514584891,0.97953216374269,False,500,doc_id,5.822227121011563,5.780255133958679,5.866295927163069,0.6027783901264453,0.5975318917448349,0.6082869908953836
2018,Autism,lived_only,target,Autism,5.825238587424634,1.2106420173989938,0.6031548234280792,0.15133025217487422,4.1730292850990525,0.39662866063738156,5.6185723514211885,3870,1143,859,1239,873,4830,3870,3870,1212,0.8012422360248447,0.9782082324455206,False,500,doc_id,5.82493880022567,5.7765817239988,5.865797084260687,0.6031173500282089,0.59707271549985,0.6082246355325859
2019,Autism,lived_only,target,Autism,5.838815846008421,1.2005149196688665,0.6048519807510526,0.1500643649586083,4.159673885021913,0.3949592356277391,5.644416086620263,3879,1112,825,1191,833,4782,3879,3881,1176,0.8115851108322878,0.9874055415617129,False,500,doc_id,5.836955162319067,5.791431891576002,5.882828016709949,0.6046193952898834,0.5989289864470002,0.6103535020887437
2020,Autism,lived_only,target,Autism,5.821506485849056,1.2527760290573993,0.602688310731132,0.1565970036321749,4.190678066037736,0.398834758254717,5.632754520440251,3392,1043,770,1064,782,4208,3392,3394,1043,0.8065589353612167,0.9802631578947368,False,500,doc_id,5.821153547666783,5.76494084668801,5.871300871805482,0.6026441934583479,0.5956176058360013,0.6089126089756852
2021,Autism,lived_only,target,Autism,5.8249488054607514,1.232119911147352,0.6031186006825938,0.154014988893419,4.167960492294963,0.39599506153687036,5.616100424035578,3223,977,702,994,709,3931,3223,3223,977,0.8198931569575172,0.9828973843058351,False,500,doc_id,5.825635451568191,5.773504580881824,5.8797513346560075,0.6032044314460239,0.596688072610228,0.6099689168320009
2022,Autism,lived_only,target,Autism,5.855253985248631,1.1787384243362249,0.606906748156079,0.1473423030420281,4.143482036640495,0.39293525458006184,5.69311503687842,2802,961,628,911,643,3557,2802,2802,885,0.7877424796176553,0.9714599341383096,False,500,doc_id,5.855633716315762,5.804261655979304,5.900535391219096,0.6069542145394703,0.600532706997413,0.612566923902387
2023,Autism,lived_only,target,Autism,5.852984496124031,1.1693793242645556,0.6066230620155039,0.14617241553306945,4.149094847241222,0.3936368559051528,5.676839945280437,2193,806,465,687,470,2752,2193,2194,677,0.7972383720930233,0.9854439592430859,False,500,doc_id,5.852956885787226,5.792014184174552,5.911409195985697,0.6066196107234032,0.599001773021819,0.6139261494982121
2024,Autism,lived_only,target,Autism,5.8261005118659845,1.1714273854214696,0.6032625639832481,0.1464284231776837,4.127772607414301,0.39097157592678766,5.677166899333023,2149,788,445,651,454,2714,2149,2149,635,0.7918201915991157,0.9754224270353302,False,500,doc_id,5.829513587739208,5.767690547945972,5.890109982277856,0.6036891984674009,0.5959613184932465,0.611263747784732
2025,Autism,lived_only,target,Autism,5.544484848484848,1.4508171349667056,0.568060606060606,0.1813521418708382,4.459709235209235,0.4324636544011544,5.372048340548341,2310,752,562,746,566,2823,2310,2311,740,0.8186326602904711,0.9919571045576407,False,500,doc_id,5.544117215216973,5.466760797467674,5.623351191518961,0.5680146519021216,0.5583450996834592,0.5779188989398701
2026,Autism,lived_only,target,Autism,5.856590815908159,1.1697032282419606,0.6070738519885199,0.14621290353024508,4.08840098400984,0.38605012300123,5.667790077900778,813,401,169,250,170,1088,813,813,248,0.7472426470588235,0.992,False,500,doc_id,5.858687258879287,5.765254341816601,5.940068378518579,0.6073359073599108,0.5956567927270752,0.6175085473148224
2014,Autism,mixed,target,Autism,5.668266550522648,1.256331335472431,0.583533318815331,0.15704141693405388,4.180908101045296,0.397613512630662,5.539213850174216,2296,774,500,660,502,2797,2296,2299,657,0.8219520915266357,0.9954545454545455,False,500,doc_id,5.6674501932637,5.611349265928991,5.720321603864003,0.5834312741579626,0.5764186582411239,0.5900402004830003
2015,Autism,mixed,target,Autism,5.728359963269054,1.239827088477877,0.5910449954086318,0.15497838605973463,4.175037649219467,0.39687970615243345,5.56504315886134,1815,653,407,539,413,2307,1815,1817,529,0.787602947550932,0.9814471243042672,False,500,doc_id,5.726687417468333,5.6479855172001905,5.795451093656674,0.5908359271835416,0.5809981896500239,0.5994313867070843
2016,Autism,mixed,target,Autism,5.738290875071963,1.212484241692843,0.5922863593839953,0.15156053021160537,4.162576280944156,0.39532203511801955,5.589099740932642,2316,789,498,678,501,2892,2316,2316,670,0.8008298755186722,0.9882005899705014,False,500,doc_id,5.735889370172365,5.677549686779936,5.79348804638012,0.5919861712715456,0.584693710847492,0.599186005797515
2017,Autism,mixed,target,Autism,5.733463063956371,1.2445725406959904,0.5916828829945464,0.1555715675869988,4.185629647992068,0.39820370599900845,5.5761089076185755,2017,699,454,627,457,2556,2017,2018,620,0.7895148669796557,0.988835725677831,False,500,doc_id,5.733848888100693,5.662199382672455,5.790941925865585,0.5917311110125866,0.5827749228340569,0.5988677407331982
2018,Autism,mixed,target,Autism,5.682451168747998,1.2597083309926846,0.5853063960934998,0.15746354137408558,4.1695228946525775,0.3961903618315722,5.5339289145052835,2082,716,472,620,477,2583,2082,2082,611,0.8060394889663183,0.9854838709677419,False,500,doc_id,5.6812915845896805,5.614173688334531,5.744207547891592,0.5851614480737102,0.5767717110418163,0.593025943486449
2019,Autism,mixed,target,Autism,5.718430555555556,1.269768466525226,0.5898038194444445,0.15872105831565325,4.160363715277778,0.3950454644097222,5.594518229166667,1920,679,399,546,403,2375,1920,1920,540,0.8084210526315789,0.989010989010989,False,500,doc_id,5.718869896253247,5.654343477404195,5.782800546327502,0.5898587370316559,0.5817929346755244,0.5978500682909378
2020,Autism,mixed,target,Autism,5.669633668903804,1.2501090834820188,0.5837042086129755,0.15626363543525235,4.111404735272185,0.3889255919090231,5.577148583146906,1788,691,385,525,388,2234,1788,1788,520,0.8003581020590869,0.9904761904761905,False,500,doc_id,5.6674504552541585,5.601065298072439,5.731588309089552,0.5834313069067698,0.5751331622590549,0.591448538636194
2021,Autism,mixed,target,Autism,5.767488438278193,1.2591531265447466,0.5959360547847741,0.15739414081809333,4.176344717182498,0.3970430896478122,5.589622020633226,1874,698,400,551,407,2338,1874,1876,540,0.8023952095808383,0.9800362976406534,False,500,doc_id,5.768191471623227,5.692135249260104,5.8369565259918295,0.5960239339529034,0.586516906157513,0.6046195657489786
2022,Autism,mixed,target,Autism,5.694581111111111,1.265956454926479,0.5868226388888889,0.15824455686580988,4.124185555555556,0.39052319444444444,5.570703333333333,1500,592,317,421,318,1832,1500,1500,419,0.8187772925764192,0.995249406175772,False,500,doc_id,5.6930086900788,5.620047095849404,5.7686843605114655,0.5866260862598499,0.5775058869811756,0.5960855450639333
2023,Autism,mixed,target,Autism,5.701277381894959,1.2581485733320485,0.5876596727368699,0.15726857166650607,4.144807337028239,0.39310091712852996,5.575035629453682,1263,550,280,372,283,1604,1263,1265,368,0.7886533665835411,0.989247311827957,False,500,doc_id,5.70317393777283,5.624931154372968,5.786361349075573,0.5878967422216037,0.5781163942966211,0.5982951686344467
2024,Autism,mixed,target,Autism,5.796143478260869,1.2236641015703946,0.5995179347826086,0.15295801269629933,4.114595652173913,0.38932445652173914,5.697639130434783,1150,493,228,315,229,1405,1150,1151,313,0.8192170818505338,0.9936507936507937,False,500,doc_id,5.794196083681206,5.709265839382707,5.87853153621646,0.5992745104601508,0.5886582299228382,0.6098164420270575
2025,Autism,mixed,target,Autism,5.7384022460439,1.2339048137234851,0.5923002807554875,0.15423810171543564,4.19370852475753,0.3992135655946912,5.64684022460439,1306,557,272,357,273,1693,1306,1306,354,0.7714116952155936,0.9915966386554622,False,500,doc_id,5.735259105288505,5.647746478326401,5.823916053540831,0.5919073881610631,0.5809683097908002,0.6029895066926039
2026,Autism,mixed,target,Autism,5.6948803827751195,1.2051941881792145,0.5868600478468899,0.15064927352240182,4.086100478468899,0.38576255980861246,5.557021531100479,418,240,82,120,84,572,418,418,114,0.7307692307692307,0.95,False,500,doc_id,5.700909095609307,5.566957583993925,5.8323135099531624,0.5876136369511635,0.5708696979992407,0.6040391887441452
2014,Autism,substantive_core_overall,target,Autism,5.5509468540012215,1.2932594614293955,0.5688683567501527,0.16165743267867444,4.205770209733251,0.4007212762166565,5.43636285888821,16370,2265,2843,4813,2858,20300,16370,16382,4776,0.8069950738916256,0.9923124870143362,False,500,doc_id,5.550516186967227,5.525564176773636,5.575518640009751,0.5688145233709033,0.5656955220967045,0.5719398300012188
2015,Autism,substantive_core_overall,target,Autism,5.5353451005224,1.3086706811723023,0.5669181375653,0.1635838351465378,4.208159068123054,0.4010198835153818,5.433488602184582,12634,2079,2236,3677,2252,15879,12634,12656,3632,0.7970275206247245,0.9877617623062279,False,500,doc_id,5.534542866391556,5.508310880280258,5.561119794020577,0.5668178582989447,0.5635388600350323,0.5701399742525722
2016,Autism,substantive_core_overall,target,Autism,5.545872174155735,1.3207531007179107,0.5682340217694669,0.16509413758973884,4.209326100102335,0.4011657625127919,5.443507884454368,14332,2151,2533,4220,2553,17963,14332,14346,4179,0.798641652285253,0.9902843601895734,False,500,doc_id,5.545073172029879,5.514338304309957,5.574808399047337,0.5681341465037348,0.5642922880387446,0.5718510498809172
2017,Autism,substantive_core_overall,target,Autism,5.562099076722365,1.313462083317449,0.5702623845902955,0.16418276041468113,4.218447112248482,0.40230588903106024,5.455349867027949,13286,2120,2422,3979,2439,16660,13286,13295,3931,0.7980192076830732,0.9879366675043981,False,500,doc_id,5.562221921755567,5.533196420866564,5.589543457809312,0.5702777402194459,0.5666495526083206,0.573692932226164
2018,Autism,substantive_core_overall,target,Autism,5.531512297633872,1.3263462106690438,0.5664390372042342,0.16579327633363047,4.196373235782483,0.3995466544728103,5.437913423619759,12848,2110,2352,3818,2369,16143,12848,12867,3765,0.7970637427987363,0.9861183865898376,False,500,doc_id,5.532179456921607,5.502301418444125,5.5594258504588,0.5665224321152009,0.5627876773055156,0.56992823130735
2019,Autism,substantive_core_overall,target,Autism,5.574157755886728,1.3054292763063418,0.571769719485841,0.16317865953829272,4.186456877438186,0.39830710967977323,5.47642614577194,11877,1981,2095,3454,2104,14762,11877,11885,3427,0.8051077089825227,0.9921829762594094,False,500,doc_id,5.574735654581051,5.545731966359203,5.602710519455506,0.5718419568226314,0.5682164957949004,0.5753388149319384
2020,Autism,substantive_core_overall,target,Autism,5.536201962646407,1.3334600496757152,0.5670252453308009,0.1666825062094644,4.192432415321304,0.399054051915163,5.458875118708452,10530,1907,1958,3121,1973,13253,10530,10537,3081,0.795065268241153,0.987183595001602,False,500,doc_id,5.536246811042133,5.50404707234624,5.571010865300944,0.5670308513802667,0.56300588404328,0.571376358162618
2021,Autism,substantive_core_overall,target,Autism,5.5736459867150945,1.3192494177576162,0.5717057483393868,0.16490617721970202,4.195826707241255,0.3994783384051569,5.471358594286836,10187,1819,1813,2958,1831,12675,10187,10192,2915,0.8041025641025641,0.9854631507775524,False,500,doc_id,5.572918068986835,5.541654807682307,5.605251003461349,0.5716147586233544,0.5677068509602884,0.5756563754326687
2022,Autism,substantive_core_overall,target,Autism,5.574731094087605,1.3093364900894076,0.5718413867609506,0.16366706126117594,4.169474366529169,0.39618429581614617,5.499394617953251,8485,1704,1544,2507,1557,10667,8485,8486,2472,0.7955376394487672,0.9860390905464699,False,500,doc_id,5.574033167434088,5.538211863832407,5.61126199886857,0.571754145929261,0.5672764829790509,0.5764077498585712
2023,Autism,substantive_core_overall,target,Autism,5.572054120541206,1.2819157866624624,0.5715067650676507,0.1602394733328078,4.170223907794633,0.39627798847432916,5.50069336248918,7317,1549,1276,2151,1286,9283,7317,7323,2123,0.7888613594743079,0.9869827986982799,False,500,doc_id,5.571609014919255,5.533370567554186,5.609978251470594,0.5714511268649068,0.5666713209442732,0.5762472814338243
2024,Autism,substantive_core_overall,target,Autism,5.609740626605033,1.2832404740016887,0.5762175783256291,0.1604050592502111,4.169557267591165,0.39619465844889573,5.549887005649718,6490,1394,1130,1866,1140,8143,6490,6494,1836,0.7974947807933194,0.9839228295819936,False,500,doc_id,5.611229917460875,5.5673128457074,5.6528957919102565,0.5764037396826094,0.5709141057134249,0.5816119739887821
2025,Autism,substantive_core_overall,target,Autism,5.545621260826859,1.3474604692949896,0.5682026576033574,0.1684325586618737,4.311903518171265,0.41398793977140813,5.471686088043576,7466,1457,1322,2147,1326,9386,7466,7469,2134,0.7957596420200298,0.9939450395901258,False,500,doc_id,5.544324147385072,5.498574504142433,5.5843853684970295,0.568040518423134,0.5623218130178042,0.5730481710621287
2026,Autism,substantive_core_overall,target,Autism,5.611587665647299,1.2473998468274838,0.5764484582059124,0.15592498085343548,4.130972859327217,0.39137160741590216,5.519555937818552,2616,835,450,752,453,3402,2616,2616,739,0.7689594356261023,0.9827127659574468,False,500,doc_id,5.611802396225974,5.545796776662319,5.6749371830342685,0.5764752995282467,0.5682245970827898,0.5843671478792836
2014,frustration,unframed_baseline,baseline,baseline,5.326512419575734,1.391803062295745,0.5408140524469668,0.1739753827869681,4.182957691663464,0.39786971145793304,5.4902707083247115,33831,4448,10112,11401,10238,41880,33831,33845,11238,0.808142311365807,0.9857030085080256,False,500,doc_id,5.3262911624026055,5.311392367115083,5.343077195765315,0.5407863953003257,0.5389240458893854,0.5428846494706644
2015,frustration,unframed_baseline,baseline,baseline,5.313666277410147,1.42995159038976,0.5392082846762684,0.17874394879872,4.200601595951732,0.4000751994939665,5.474611262488647,25690,4038,7508,8543,7595,31211,25690,25702,8416,0.8234917176636443,0.9851340278590659,False,500,doc_id,5.313909803280328,5.294273213905702,5.331568251058924,0.539238725410041,0.5367841517382127,0.5414460313823655
2016,frustration,unframed_baseline,baseline,baseline,5.29694027887398,1.436643508959136,0.5371175348592475,0.179580438619892,4.208685049986846,0.4010856312483557,5.466322952293257,30408,4309,8906,10068,9003,36967,30408,30416,9927,0.8227878919035897,0.9859952324195471,False,500,doc_id,5.296910517599875,5.277963607062867,5.314458027162119,0.5371138146999844,0.5347454508828584,0.5393072533952649
2017,frustration,unframed_baseline,baseline,baseline,5.304955791953903,1.4390157130559433,0.5381194739942378,0.17987696413199292,4.204357000384925,0.4005446250481156,5.480638858755876,28577,4203,8484,9489,8588,34471,28577,28583,9362,0.8291897537060138,0.9866160817789019,False,500,doc_id,5.304621903772707,5.284330214376876,5.323678457416261,0.5380777379715884,0.5355412767971095,0.5404598071770326
2018,frustration,unframed_baseline,baseline,baseline,5.291642717973697,1.4425319975323208,0.5364553397467121,0.1803164996915401,4.209298123535825,0.4011622654419781,5.465717359033238,28742,4090,8352,9422,8440,34609,28742,28744,9308,0.8305354098644862,0.9879006580343876,False,500,doc_id,5.2908458684189394,5.272511198210012,5.3097764050281215,0.5363557335523675,0.5340638997762515,0.5387220506285153
2019,frustration,unframed_baseline,baseline,baseline,5.278868085319699,1.4379254769662586,0.5348585106649623,0.17974068462078233,4.200564265483621,0.40007053318545255,5.469087212071083,26598,3997,7642,8615,7720,31897,26598,26606,8514,0.8341223312537229,0.9882762623331399,False,500,doc_id,5.2787359562406415,5.2601720077597385,5.29790303509885,0.5348419945300801,0.5325215009699673,0.5372378793873562
2020,frustration,unframed_baseline,baseline,baseline,5.276947270442041,1.4563913412441374,0.5346184088052552,0.18204891765551717,4.2082926033959405,0.4010365754244925,5.450896770062606,28112,4027,7859,8982,7943,33655,28112,28120,8870,0.8355370673005497,0.9875306167891338,False,500,doc_id,5.277817291826035,5.257464263287548,5.296738537183695,0.5347271614782545,0.5321830329109435,0.5370923171479619
2021,frustration,unframed_baseline,baseline,baseline,5.290350208417373,1.445501303078125,0.5362937760521715,0.18068766288476562,4.205929070861907,0.4007411338577383,5.457569382815651,24790,3852,7049,7962,7108,29827,24790,24795,7885,0.8312937942132966,0.9903290630494851,False,500,doc_id,5.291086650950245,5.271580582794503,5.314442104557495,0.5363858313687806,0.5339475728493128,0.5393052630696868
2022,frustration,unframed_baseline,baseline,baseline,5.307666895499619,1.4422311864361939,0.5384583619374523,0.18027889830452423,4.218326163234172,0.4022907704042715,5.467362929061785,21850,3627,6162,6963,6275,26308,21850,21851,6833,0.8305838528204349,0.9813298865431567,False,500,doc_id,5.307825414674566,5.286635066040772,5.329095891085591,0.5384781768343208,0.5358293832550965,0.5411369863856988
2023,frustration,unframed_baseline,baseline,baseline,5.319136847812221,1.4161413230154685,0.5398921059765276,0.17701766537693356,4.187490512182676,0.3984363140228345,5.466903144533741,20904,3459,5570,6377,5618,25082,20904,20906,6313,0.8335060999920262,0.9899639328838011,False,500,doc_id,5.319482192784032,5.298233980860249,5.341541870418245,0.539935274098004,0.5372792476075311,0.5426927338022807
2024,frustration,unframed_baseline,baseline,baseline,5.353617375542722,1.3584503653776283,0.5442021719428403,0.16980629567220354,4.158024491000295,0.3947530613750369,5.494674788180247,23723,3548,5914,6881,5957,28404,23723,23725,6825,0.8352696803267146,0.9918616480162767,False,500,doc_id,5.352469191829284,5.332400460063778,5.371891490755639,0.5440586489786605,0.5415500575079722,0.5464864363444549
2025,frustration,unframed_baseline,baseline,baseline,5.439277273812366,1.311725588964187,0.5549096592265457,0.16396569862052338,4.122002068910639,0.39025025861382984,5.543246332988515,25134,3566,5851,6928,5902,30251,25134,25138,6863,0.830980794023338,0.9906177829099307,False,500,doc_id,5.439093741031267,5.417348384776055,5.457784791205533,0.5548867176289084,0.5521685480970069,0.5572230989006915
2026,frustration,unframed_baseline,baseline,baseline,5.4818456702173375,1.2709999593759878,0.5602307087771672,0.15887499492199847,4.126988149354321,0.3908735186692901,5.574248026777031,14739,2838,3268,3851,3276,17304,14739,14740,3838,0.8518261673601479,0.9966242534406647,False,500,doc_id,5.481361725862623,5.458598795561897,5.502711229077335,0.560170215732828,0.5573248494452371,0.5628389036346668
2014,loneliness,unframed_baseline,baseline,baseline,5.159340727048676,1.663235745472136,0.5199175908810845,0.207904468184017,4.345522523447662,0.41819031543095775,5.246395906072431,9738,2377,2590,3209,2621,11982,9738,9739,3169,0.8128025371390419,0.9875350576503583,False,500,doc_id,5.159880619769157,5.12140032074118,5.200138525061456,0.5199850774711446,0.5151750400926475,0.525017315632682
2015,loneliness,unframed_baseline,baseline,baseline,5.160136895733675,1.6971198065961308,0.5200171119667094,0.21213997582451635,4.373462256446156,0.4216827820557695,5.248551510908879,8571,2090,2242,2759,2265,10410,8571,8574,2728,0.8236311239193084,0.9887640449438202,False,500,doc_id,5.15866692690415,5.116468194908976,5.199020973854162,0.5198333658630188,0.514558524363622,0.5248776217317702
2016,loneliness,unframed_baseline,baseline,baseline,5.124535118670647,1.6674970023453364,0.5155668898338309,0.20843712529316705,4.32747489369402,0.41593436171175246,5.232451973823094,11053,2450,2857,3561,2884,13446,11053,11057,3513,0.8223263424066637,0.9865206402695872,False,500,doc_id,5.123674874899869,5.08601671903181,5.1584094864680266,0.5154593593624837,0.5107520898789762,0.5198011858085033
2017,loneliness,unframed_baseline,baseline,baseline,5.148356388371104,1.6537974009627043,0.518544548546388,0.20672467512033804,4.315349095784689,0.4144186369730861,5.253990156643448,10193,2312,2677,3256,2691,12311,10193,10193,3226,0.8279587360896759,0.9907862407862408,False,500,doc_id,5.149670704308202,5.107465264303232,5.188145306954772,0.5187088380385253,0.5134331580379041,0.5235181633693465
2018,loneliness,unframed_baseline,baseline,baseline,5.182184727937814,1.642406933017024,0.5227730909922268,0.205300866627128,4.284384087791495,0.4105480109739369,5.2819192196311535,10935,2364,2724,3430,2749,13168,10935,10937,3389,0.8305741190765492,0.9880466472303207,False,500,doc_id,5.1843931806836565,5.146865442062926,5.220276594164464,0.5230491475854571,0.5183581802578657,0.527534574270558
2019,loneliness,unframed_baseline,baseline,baseline,5.164017490219285,1.648136610484885,0.5205021862774106,0.20601707631061061,4.271730775553144,0.4089663469441431,5.282718216786666,10139,2220,2498,3142,2523,12066,10139,10141,3105,0.8404607989391679,0.9882240611075748,False,500,doc_id,5.164848061492703,5.126412976281165,5.205268557163692,0.5206060076865878,0.5158016220351457,0.5256585696454615
2020,loneliness,unframed_baseline,baseline,baseline,5.13808460153821,1.6211772805129574,0.5172605751922762,0.20264716006411967,4.257528344671202,0.4071910430839002,5.262574981882787,14259,2619,3431,4381,3445,17017,14259,14260,4345,0.8379855438678968,0.991782698014152,False,500,doc_id,5.137251500725818,5.10584859440813,5.169229608209082,0.5171564375907273,0.5132310743010162,0.5211537010261352
2021,loneliness,unframed_baseline,baseline,baseline,5.132642629364633,1.60482388088075,0.5165803286705791,0.20060298511009375,4.274727336066673,0.409340917008334,5.2569366508561775,12439,2408,3005,3852,3024,14935,12439,12443,3818,0.8331436223635755,0.9911734164070612,False,500,doc_id,5.1320366602140775,5.0992252402216565,5.166453501369466,0.5165045825267597,0.5124031550277071,0.5208066876711832
2022,loneliness,unframed_baseline,baseline,baseline,5.222836024323757,1.610870377666295,0.5278545030404697,0.20135879720828687,4.24234308380513,0.4052928854756413,5.337189662403019,9538,2102,2357,2955,2372,11503,9538,9540,2932,0.8293488655133443,0.9922165820642977,False,500,doc_id,5.223286610331845,5.18767838082849,5.257425731856473,0.5279108262914808,0.5234597976035612,0.532178216482059
2023,loneliness,unframed_baseline,baseline,baseline,5.158096569941343,1.6241596478140423,0.5197620712426678,0.2030199559767553,4.270475274831993,0.4088094093539992,5.2677704618731305,8581,1878,1980,2588,1985,10339,8581,8582,2571,0.8300609343263372,0.9934312210200927,False,500,doc_id,5.157957591597185,5.118047692259951,5.197501059635749,0.5197446989496481,0.5147559615324939,0.5246876324544686
2024,loneliness,unframed_baseline,baseline,baseline,5.250904396186441,1.5747018685234764,0.531363049523305,0.19683773356543455,4.239471221751413,0.40493390271892654,5.328679378531073,7552,1752,1724,2207,1733,9162,7552,7554,2193,0.8244924688932548,0.993656547349343,False,500,doc_id,5.249455996057645,5.212056491497704,5.284639004653463,0.5311819995072056,0.526507061437213,0.5355798755816829
2025,loneliness,unframed_baseline,baseline,baseline,5.254534232014302,1.6008054574170514,0.5318167790017877,0.20010068217713142,4.314268251437406,0.4142835314296758,5.316131564961106,6899,1596,1557,1993,1566,8531,6899,6899,1971,0.8086976907748212,0.9889613647767185,False,500,doc_id,5.254746822847347,5.211178739513146,5.298933780138367,0.5318433528559183,0.5263973424391433,0.5373667225172959
2026,loneliness,unframed_baseline,baseline,baseline,5.375418173053748,1.5134581518923387,0.5469272716317185,0.18918226898654233,4.249912629549289,0.4062390786936611,5.410795974933719,2766,989,572,719,573,3226,2766,2766,716,0.8574085554866708,0.9958275382475661,False,500,doc_id,5.371303667103464,5.299916237050073,5.44015187085332,0.546412958387933,0.5374895296312592,0.555018983856665
2014,sadness,unframed_baseline,baseline,baseline,5.282445578231292,1.7078321851192735,0.5353056972789115,0.21347902313990919,4.414353174603175,0.42679414682539685,5.387987433862434,17640,3007,5153,6174,5212,21459,17640,17642,6088,0.8221259145346941,0.98607061872368,False,500,doc_id,5.282869885973144,5.252194823900398,5.310118697786481,0.535358735746643,0.5315243529875497,0.5387648372233101
2015,sadness,unframed_baseline,baseline,baseline,5.2719439333899425,1.7446243413182565,0.5339929916737428,0.21807804266478206,4.436617487498821,0.4295771859373526,5.371923176714784,14132,2687,4093,4936,4145,17163,14132,14133,4862,0.8234574375109247,0.9850081037277147,False,500,doc_id,5.271682292496474,5.235613426378598,5.302634154927571,0.5339602865620593,0.5294516782973248,0.5378292693659463
2016,sadness,unframed_baseline,baseline,baseline,5.274606062342425,1.731167626310325,0.5343257577928031,0.21639595328879063,4.4290552181220875,0.4286319022652609,5.374415253266101,17452,2991,5001,6011,5057,21274,17452,17456,5919,0.8205321049167998,0.9846947263350524,False,500,doc_id,5.274508378038849,5.246229323868417,5.3041812670375705,0.5343135472548561,0.5307786654835521,0.5380226583796963
2017,sadness,unframed_baseline,baseline,baseline,5.232163111481221,1.764114306554318,0.5290203889351526,0.2205142883192897,4.468273973480239,0.43353424668502977,5.35047188947964,15611,2762,4588,5397,4647,18818,15611,15611,5314,0.8295780635561696,0.984621085788401,False,500,doc_id,5.233060778655457,5.203558943552968,5.26303458372449,0.529132597331932,0.525444867944121,0.5328793229655613
2018,sadness,unframed_baseline,baseline,baseline,5.29441036337239,1.7557074756551732,0.5368012954215488,0.21946343445689664,4.468318099094125,0.4335397623867656,5.39745843813263,16301,2819,4743,5569,4791,19900,16301,16302,5495,0.8191959798994974,0.9867121565810738,False,500,doc_id,5.294663555950417,5.267195236081706,5.324235815388009,0.5368329444938021,0.5333994045102133,0.5405294769235012
2019,sadness,unframed_baseline,baseline,baseline,5.200244102717229,1.7623121098698455,0.5250305128396536,0.2202890137337307,4.462460560366279,0.4328075700457848,5.338628197471882,13396,2622,3824,4490,3859,16099,13396,13396,4437,0.8321013727560718,0.9881959910913141,False,500,doc_id,5.199788953580426,5.166205693542501,5.236276990097966,0.5249736191975533,0.5207757116928127,0.5295346237622459
